dataset,filename,start_time,end_time,start_frequency,end_frequency,annotation,annotator,start_datetime,end_datetime
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg025.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:29:56.000+00:00,2022-07-17T00:30:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg035.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:31:36.000+00:00,2022-07-17T00:31:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg035.wav,0,10,0,64000.0,Odontocete whistles,jbeesa,2022-07-17T00:31:36.000+00:00,2022-07-17T00:31:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg036.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:31:46.000+00:00,2022-07-17T00:31:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg036.wav,0,10,0,64000.0,Odontocete whistles,jbeesa,2022-07-17T00:31:46.000+00:00,2022-07-17T00:31:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg039.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:32:16.000+00:00,2022-07-17T00:32:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg040.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:32:26.000+00:00,2022-07-17T00:32:36.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg041.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:32:36.000+00:00,2022-07-17T00:32:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg041.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:32:36.000+00:00,2022-07-17T00:32:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg042.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:32:46.000+00:00,2022-07-17T00:32:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg042.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:32:46.000+00:00,2022-07-17T00:32:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg043.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:32:56.000+00:00,2022-07-17T00:33:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg043.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:32:56.000+00:00,2022-07-17T00:33:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg044.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:33:06.000+00:00,2022-07-17T00:33:16.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg048.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:33:46.000+00:00,2022-07-17T00:33:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg048.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:33:46.000+00:00,2022-07-17T00:33:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg049.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:33:56.000+00:00,2022-07-17T00:34:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg049.wav,0,10,0,64000.0,Odontocete whistles,jbeesa,2022-07-17T00:33:56.000+00:00,2022-07-17T00:34:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg050.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:34:06.000+00:00,2022-07-17T00:34:16.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg051.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:34:16.000+00:00,2022-07-17T00:34:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg052.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:34:26.000+00:00,2022-07-17T00:34:36.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg052.wav,0,10,0,64000.0,Odontocete whistles,jbeesa,2022-07-17T00:34:26.000+00:00,2022-07-17T00:34:36.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg053.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:34:36.000+00:00,2022-07-17T00:34:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg053.wav,0,10,0,64000.0,Odontocete whistles,jbeesa,2022-07-17T00:34:36.000+00:00,2022-07-17T00:34:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg054.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:34:46.000+00:00,2022-07-17T00:34:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg055.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:34:56.000+00:00,2022-07-17T00:35:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg055.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:34:56.000+00:00,2022-07-17T00:35:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg056.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:35:06.000+00:00,2022-07-17T00:35:16.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg057.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:35:16.000+00:00,2022-07-17T00:35:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg057.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:35:16.000+00:00,2022-07-17T00:35:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg058.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:35:26.000+00:00,2022-07-17T00:35:36.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg058.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:35:26.000+00:00,2022-07-17T00:35:36.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg059.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:35:36.000+00:00,2022-07-17T00:35:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg059.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:35:36.000+00:00,2022-07-17T00:35:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg059.wav,0,10,0,64000.0,Odontocete whistles,jbeesa,2022-07-17T00:35:36.000+00:00,2022-07-17T00:35:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg060.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:35:46.000+00:00,2022-07-17T00:35:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg060.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:35:46.000+00:00,2022-07-17T00:35:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg005.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:26:36.000+00:00,2022-07-17T00:26:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg005.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:26:36.000+00:00,2022-07-17T00:26:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg005.wav,0,10,0,64000.0,Odontocete whistles,jbeesa,2022-07-17T00:26:36.000+00:00,2022-07-17T00:26:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg061.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:35:56.000+00:00,2022-07-17T00:36:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg061.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:35:56.000+00:00,2022-07-17T00:36:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg062.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:36:06.000+00:00,2022-07-17T00:36:16.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg062.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:36:06.000+00:00,2022-07-17T00:36:16.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg063.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:36:16.000+00:00,2022-07-17T00:36:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg063.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:36:16.000+00:00,2022-07-17T00:36:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg064.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:36:26.000+00:00,2022-07-17T00:36:36.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg065.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:36:36.000+00:00,2022-07-17T00:36:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg068.wav,0,10,0,64000.0,Odontocete whistles,jbeesa,2022-07-17T00:37:06.000+00:00,2022-07-17T00:37:16.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg069.wav,0,10,0,64000.0,Odontocete whistles,jbeesa,2022-07-17T00:37:16.000+00:00,2022-07-17T00:37:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg071.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:37:36.000+00:00,2022-07-17T00:37:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg071.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:37:36.000+00:00,2022-07-17T00:37:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg072.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:37:46.000+00:00,2022-07-17T00:37:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg073.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:37:56.000+00:00,2022-07-17T00:38:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg075.wav,0,10,0,64000.0,Odontocete Buzzs,jbeesa,2022-07-17T00:38:16.000+00:00,2022-07-17T00:38:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg075.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:38:16.000+00:00,2022-07-17T00:38:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg076.wav,0,10,0,64000.0,Odontocete clics,jbeesa,2022-07-17T00:38:26.000+00:00,2022-07-17T00:38:36.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg035.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T00:31:36.000+00:00,2022-07-17T00:31:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg035.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T00:31:36.000+00:00,2022-07-17T00:31:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg036.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T00:31:46.000+00:00,2022-07-17T00:31:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg036.wav,0,10,0,64000.0,Odontocete whistles,mtorte,2022-07-17T00:31:46.000+00:00,2022-07-17T00:31:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg038.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T00:32:06.000+00:00,2022-07-17T00:32:16.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg038.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T00:32:06.000+00:00,2022-07-17T00:32:16.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg039.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T00:32:16.000+00:00,2022-07-17T00:32:26.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg040.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T00:32:26.000+00:00,2022-07-17T00:32:36.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg041.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T00:32:36.000+00:00,2022-07-17T00:32:46.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg042.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T00:32:46.000+00:00,2022-07-17T00:32:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg042.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T00:32:46.000+00:00,2022-07-17T00:32:56.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg043.wav,0,10,0,64000.0,Odontocete Buzzs,mtorte,2022-07-17T00:32:56.000+00:00,2022-07-17T00:33:06.000+00:00
CETIROISE_PONIT_B_20220717 (10_128000),channelA_2022-07-17_00-25-46_seg043.wav,0,10,0,64000.0,Odontocete clics,mtorte,2022-07-17T00:32:56.000+00:00,2022-07-17T00:33:06.000+00:00
