dataset,filename,result_id,is_update_of_id,start_time,end_time,start_frequency,end_frequency,annotation,annotator,annotator_expertise,start_datetime,end_datetime,is_box,type,confidence_indicator_label,confidence_indicator_level,comments,signal_quality,signal_start_frequency,signal_end_frequency,signal_relative_max_frequency_count,signal_relative_min_frequency_count,signal_has_harmonics,signal_trend,signal_steps_count,created_at_phase
NEAMS,2020_01_29_08_00_00_000000+0000.wav,506459,,2930.12370971555,3002.74210070128,93.0,98.0,Sri Lanka pygmy blue whale song,lleboul,,2020-01-29T08:48:50.123+00:00,2020-01-29T08:50:02.742+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_01_29_22_00_00_000000+0000.wav,501195,,0.0,3600.0,0.0,100.0,Airgun,lleboul,,2020-01-29T22:00:00.000+00:00,2020-01-29T23:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_01_29_22_00_00_000000+0000.wav,501196,,2.69482310298637,3581.41990386888,2.0,63.0,Airgun,lleboul,,2020-01-29T22:00:02.694+00:00,2020-01-29T22:59:41.419+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_01_29_22_00_00_000000+0000.wav,501197,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-01-29T22:00:00.000+00:00,2020-01-29T23:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_01_29_22_00_00_000000+0000.wav,506460,,0.0,3600.0,0.0,100.0,Sri Lanka pygmy blue whale song,lleboul,,2020-01-29T22:00:00.000+00:00,2020-01-29T23:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_01_29_22_00_00_000000+0000.wav,506461,,3334.06350957371,3433.9137971791,94.0,99.0,Sri Lanka pygmy blue whale song,lleboul,,2020-01-29T22:55:34.063+00:00,2020-01-29T22:57:13.913+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_01_31_13_00_00_000000+0000.wav,501198,,0.0,3600.0,0.0,100.0,Airgun,lleboul,,2020-01-31T13:00:00.000+00:00,2020-01-31T14:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_01_31_13_00_00_000000+0000.wav,501199,,14.0414466945079,3595.03585217871,4.0,58.0,Airgun,lleboul,,2020-01-31T13:00:14.041+00:00,2020-01-31T13:59:55.035+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_04_00_00_000000+0000.wav,501200,,0.0,3600.0,0.0,100.0,Airgun,lleboul,,2020-02-03T04:00:00.000+00:00,2020-02-03T05:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_04_00_00_000000+0000.wav,501201,,2.69482310298637,3592.76652746041,1.0,72.0,Airgun,lleboul,,2020-02-03T04:00:02.694+00:00,2020-02-03T04:59:52.766+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_09_00_00_000000+0000.wav,501202,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-03T09:00:00.000+00:00,2020-02-03T10:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_11_00_00_000000+0000.wav,501203,,0.0,3600.0,0.0,100.0,Airgun,lleboul,,2020-02-03T11:00:00.000+00:00,2020-02-03T12:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_11_00_00_000000+0000.wav,501204,,1116.9332597904,3595.03585217871,1.0,52.0,Airgun,lleboul,,2020-02-03T11:18:36.933+00:00,2020-02-03T11:59:55.035+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_11_00_00_000000+0000.wav,501205,,7.23347253959499,1121.47190922701,1.0,99.0,Airgun,lleboul,,2020-02-03T11:00:07.233+00:00,2020-02-03T11:18:41.471+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_21_00_00_000000+0000.wav,501206,,0.0,3600.0,0.0,100.0,Minke whale,lleboul,,2020-02-03T21:00:00.000+00:00,2020-02-03T22:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_21_00_00_000000+0000.wav,501207,,1212.24489795918,2719.07651091325,66.0,100.0,Minke whale,lleboul,,2020-02-03T21:20:12.244+00:00,2020-02-03T21:45:19.076+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_21_00_00_000000+0000.wav,501208,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-03T21:00:00.000+00:00,2020-02-03T22:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_03_21_00_00_000000+0000.wav,501209,,9.5027972578993,3588.2278780238,1.0,25.0,Airgun,lleboul,,2020-02-03T21:00:09.502+00:00,2020-02-03T21:59:48.227+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_04_02_00_00_000000+0000.wav,501210,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-04T02:00:00.000+00:00,2020-02-04T03:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_04_10_00_00_000000+0000.wav,501211,,0.0,3600.0,0.0,100.0,Airgun,lleboul,,2020-02-04T10:00:00.000+00:00,2020-02-04T11:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_04_10_00_00_000000+0000.wav,501212,,2.69482310298637,613.143172326846,4.0,36.0,Airgun,lleboul,,2020-02-04T10:00:02.694+00:00,2020-02-04T10:10:13.143+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_05_11_00_00_000000+0000.wav,501213,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-05T11:00:00.000+00:00,2020-02-05T12:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_05_17_00_00_000000+0000.wav,501215,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-05T17:00:00.000+00:00,2020-02-05T18:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_05_17_00_00_000000+0000.wav,501233,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-02-05T17:00:00.000+00:00,2020-02-05T18:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_06_00_00_000000+0000.wav,501216,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-06T06:00:00.000+00:00,2020-02-06T07:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_06_00_00_000000+0000.wav,501217,,0.0,3600.0,0.0,100.0,Antarctic blue whale song,lleboul,,2020-02-06T06:00:00.000+00:00,2020-02-06T07:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_06_00_00_000000+0000.wav,501218,,2485.3360649279,3513.34016231975,22.0,28.0,Antarctic blue whale song,lleboul,,2020-02-06T06:41:25.336+00:00,2020-02-06T06:58:33.340+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_06_00_00_000000+0000.wav,501219,,815.113072255929,1813.61594830983,22.0,28.0,Antarctic blue whale song,lleboul,,2020-02-06T06:13:35.113+00:00,2020-02-06T06:30:13.615+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_07_00_00_000000+0000.wav,501220,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-06T07:00:00.000+00:00,2020-02-06T08:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_07_00_00_000000+0000.wav,501221,,0.0,3600.0,0.0,100.0,Antarctic blue whale song,lleboul,,2020-02-06T07:00:00.000+00:00,2020-02-06T08:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_07_00_00_000000+0000.wav,501222,,1952.04475612639,3295.48498936254,20.0,28.0,Antarctic blue whale song,lleboul,,2020-02-06T07:32:32.044+00:00,2020-02-06T07:54:55.484+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_07_00_00_000000+0000.wav,501223,,16.3107714128122,1879.42636514065,20.0,28.0,Antarctic blue whale song,lleboul,,2020-02-06T07:00:16.310+00:00,2020-02-06T07:31:19.426+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_13_00_00_000000+0000.wav,501224,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-06T13:00:00.000+00:00,2020-02-06T14:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_13_00_00_000000+0000.wav,501225,,0.0,3600.0,0.0,100.0,Antarctic blue whale song,lleboul,,2020-02-06T13:00:00.000+00:00,2020-02-06T14:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_13_00_00_000000+0000.wav,501226,,3171.59404302261,3592.55377826806,20.0,31.0,Antarctic blue whale song,lleboul,,2020-02-06T13:52:51.594+00:00,2020-02-06T13:59:52.553+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_13_00_00_000000+0000.wav,501227,,1597.81735087858,2236.63225908124,20.0,29.0,Antarctic blue whale song,lleboul,,2020-02-06T13:26:37.817+00:00,2020-02-06T13:37:16.632+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_13_00_00_000000+0000.wav,501228,,859.152155070522,1415.13671105508,20.0,30.0,Antarctic blue whale song,lleboul,,2020-02-06T13:14:19.152+00:00,2020-02-06T13:23:35.136+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_13_00_00_000000+0000.wav,501229,,2658.72665668584,2891.33244031203,20.0,29.0,Antarctic blue whale song,lleboul,,2020-02-06T13:44:18.726+00:00,2020-02-06T13:48:11.332+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_13_00_00_000000+0000.wav,501230,,0.0,3600.0,0.0,100.0,Airgun,lleboul,,2020-02-06T13:00:00.000+00:00,2020-02-06T14:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_13_00_00_000000+0000.wav,501231,,2105.22417461193,3595.03585217871,3.0,100.0,Airgun,lleboul,,2020-02-06T13:35:05.224+00:00,2020-02-06T13:59:55.035+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_21_00_00_000000+0000.wav,501236,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-02-06T21:00:00.000+00:00,2020-02-06T22:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_21_00_00_000000+0000.wav,501237,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-06T21:00:00.000+00:00,2020-02-06T22:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_06_21_00_00_000000+0000.wav,501238,,0.0,3600.0,0.0,100.0,Antarctic blue whale chorus,lleboul,,2020-02-06T21:00:00.000+00:00,2020-02-06T22:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_11_00_00_000000+0000.wav,501239,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-02-07T11:00:00.000+00:00,2020-02-07T12:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_11_00_00_000000+0000.wav,501240,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-07T11:00:00.000+00:00,2020-02-07T12:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_11_00_00_000000+0000.wav,501241,,0.0,3600.0,0.0,100.0,Antarctic blue whale song,lleboul,,2020-02-07T11:00:00.000+00:00,2020-02-07T12:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_11_00_00_000000+0000.wav,501242,,2879.98581672051,3482.49152943031,20.0,29.0,Antarctic blue whale song,lleboul,,2020-02-07T11:47:59.985+00:00,2020-02-07T11:58:02.491+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_11_00_00_000000+0000.wav,501243,,2095.93412654637,2525.97116066504,21.0,29.0,Antarctic blue whale song,lleboul,,2020-02-07T11:34:55.934+00:00,2020-02-07T11:42:05.971+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_11_00_00_000000+0000.wav,501244,,1399.25143802695,1925.73477267355,18.0,29.0,Antarctic blue whale song,lleboul,,2020-02-07T11:23:19.251+00:00,2020-02-07T11:32:05.734+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_11_00_00_000000+0000.wav,501245,,623.142384366874,722.992671972264,20.0,27.0,Antarctic blue whale song,lleboul,,2020-02-07T11:10:23.142+00:00,2020-02-07T11:12:02.992+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_13_00_00_000000+0000.wav,501246,,0.0,3600.0,0.0,100.0,Antarctic blue whale song,lleboul,,2020-02-07T13:00:00.000+00:00,2020-02-07T14:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_13_00_00_000000+0000.wav,501247,,68.2924907414703,271.397053029706,22.0,30.0,Antarctic blue whale song,lleboul,,2020-02-07T13:01:08.292+00:00,2020-02-07T13:04:31.397+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_13_00_00_000000+0000.wav,501248,,376.920652430857,1395.84745094949,21.0,30.0,Antarctic blue whale song,lleboul,,2020-02-07T13:06:16.920+00:00,2020-02-07T13:23:15.847+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_13_00_00_000000+0000.wav,501249,,1651.14648175873,2212.80434953904,20.0,28.0,Antarctic blue whale song,lleboul,,2020-02-07T13:27:31.146+00:00,2020-02-07T13:36:52.804+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_13_00_00_000000+0000.wav,501250,,3088.76369080451,3543.76329682452,18.0,27.0,Antarctic blue whale song,lleboul,,2020-02-07T13:51:28.763+00:00,2020-02-07T13:59:03.763+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_18_00_00_000000+0000.wav,501251,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-07T18:00:00.000+00:00,2020-02-07T19:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_18_00_00_000000+0000.wav,501252,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-02-07T18:00:00.000+00:00,2020-02-07T19:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_18_00_00_000000+0000.wav,501253,,0.0,3600.0,0.0,100.0,Antarctic blue whale song,lleboul,,2020-02-07T18:00:00.000+00:00,2020-02-07T19:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_18_00_00_000000+0000.wav,501254,,3111.45693798755,3435.97037270507,19.0,29.0,Antarctic blue whale song,lleboul,,2020-02-07T18:51:51.456+00:00,2020-02-07T18:57:15.970+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_18_00_00_000000+0000.wav,501255,,2225.28563548972,2908.35237569931,20.0,29.0,Antarctic blue whale song,lleboul,,2020-02-07T18:37:05.285+00:00,2020-02-07T18:48:28.352+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_18_00_00_000000+0000.wav,501256,,409.825860846269,1113.31652352061,20.0,31.0,Antarctic blue whale song,lleboul,,2020-02-07T18:06:49.825+00:00,2020-02-07T18:18:33.316+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_18_00_00_000000+0000.wav,501257,,1586.47072728705,2137.916633835,19.0,28.0,Antarctic blue whale song,lleboul,,2020-02-07T18:26:26.470+00:00,2020-02-07T18:35:37.916+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_21_00_00_000000+0000.wav,501258,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-07T21:00:00.000+00:00,2020-02-07T22:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_21_00_00_000000+0000.wav,501259,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-02-07T21:00:00.000+00:00,2020-02-07T22:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_21_00_00_000000+0000.wav,501260,,0.0,3600.0,0.0,100.0,Antarctic blue whale song,lleboul,,2020-02-07T21:00:00.000+00:00,2020-02-07T22:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_21_00_00_000000+0000.wav,501261,,2196.91907651091,3074.01308013553,19.0,30.0,Antarctic blue whale song,lleboul,,2020-02-07T21:36:36.919+00:00,2020-02-07T21:51:14.013+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_21_00_00_000000+0000.wav,501262,,1375.42352848475,1457.11921834371,19.0,28.0,Antarctic blue whale song,lleboul,,2020-02-07T21:22:55.423+00:00,2020-02-07T21:24:17.119+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_21_00_00_000000+0000.wav,501263,,1775.95934126546,1933.67740918761,21.0,30.0,Antarctic blue whale song,lleboul,,2020-02-07T21:29:35.959+00:00,2020-02-07T21:32:13.677+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_21_00_00_000000+0000.wav,501264,,492.656213064376,1081.54597746434,21.0,29.0,Antarctic blue whale song,lleboul,,2020-02-07T21:08:12.656+00:00,2020-02-07T21:18:01.545+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_21_00_00_000000+0000.wav,501265,,88.7164132062091,274.801040107163,22.0,28.0,Antarctic blue whale song,lleboul,,2020-02-07T21:01:28.716+00:00,2020-02-07T21:04:34.801+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_07_21_00_00_000000+0000.wav,501266,,3435.97037270507,3522.20471200063,22.0,29.0,Antarctic blue whale song,lleboul,,2020-02-07T21:57:15.970+00:00,2020-02-07T21:58:42.204+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_09_05_00_00_000000+0000.wav,501267,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-09T05:00:00.000+00:00,2020-02-09T06:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_09_05_00_00_000000+0000.wav,501268,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-02-09T05:00:00.000+00:00,2020-02-09T06:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_09_05_00_00_000000+0000.wav,501269,,0.0,3600.0,0.0,100.0,Antarctic blue whale song,lleboul,,2020-02-09T05:00:00.000+00:00,2020-02-09T06:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_09_05_00_00_000000+0000.wav,501270,,7.23347253959499,3563.26530612245,19.0,29.0,Antarctic blue whale song,lleboul,,2020-02-09T05:00:07.233+00:00,2020-02-09T05:59:23.265+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_09_06_00_00_000000+0000.wav,501271,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-02-09T06:00:00.000+00:00,2020-02-09T07:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_09_06_00_00_000000+0000.wav,501272,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-09T06:00:00.000+00:00,2020-02-09T07:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_09_06_00_00_000000+0000.wav,501273,,0.0,3600.0,0.0,100.0,Antarctic blue whale song,lleboul,,2020-02-09T06:00:00.000+00:00,2020-02-09T07:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_09_06_00_00_000000+0000.wav,501274,,16.3107714128122,3599.14900323064,19.0,28.0,Antarctic blue whale song,lleboul,,2020-02-09T06:00:16.310+00:00,2020-02-09T06:59:59.149+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_12_08_00_00_000000+0000.wav,501275,,0.0,3600.0,0.0,100.0,Madagascan pygmy blue whale chorus,lleboul,,2020-02-12T08:00:00.000+00:00,2020-02-12T09:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_12_08_00_00_000000+0000.wav,501276,,0.0,3600.0,0.0,100.0,Airgun,lleboul,,2020-02-12T08:00:00.000+00:00,2020-02-12T09:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_12_08_00_00_000000+0000.wav,501277,,1114.6639350721,3595.03585217871,4.0,35.0,Airgun,lleboul,,2020-02-12T08:18:34.663+00:00,2020-02-12T08:59:55.035+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_12_08_00_00_000000+0000.wav,501278,,0.0,3600.0,0.0,100.0,Australian pygmy blue whale chorus,lleboul,,2020-02-12T08:00:00.000+00:00,2020-02-12T09:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_12_09_00_00_000000+0000.wav,501279,,0.0,3600.0,0.0,100.0,Airgun,lleboul,,2020-02-12T09:00:00.000+00:00,2020-02-12T10:00:00.000+00:00,0,WEAK,,,,,,,,,,,,ANNOTATION
NEAMS,2020_02_12_09_00_00_000000+0000.wav,501280,,4.96414782129068,3600.0,4.0,42.0,Airgun,lleboul,,2020-02-12T09:00:04.964+00:00,2020-02-12T10:00:00.000+00:00,1,BOX,,,,,,,,,,,,ANNOTATION
