dataset,filename,start_time,end_time,start_frequency,end_frequency,annotation,annotator,start_datetime,end_datetime,is_box
dataset1,2022-07-07T10-25-43_000.wav,7.91781577495863,9.6607832322118,0,71578.125,click,annotator2,2022-07-07T10:25:50.917+02:00,2022-07-07T10:25:52.660+02:00,1
dataset1,2022-07-07T10-25-53_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:25:53.000+02:00,2022-07-07T10:26:03.000+02:00,0
dataset1,2022-07-07T10-25-53_000.wav,0.421952564809708,2.39658025372311,2953.125,72000.0,click,annotator2,2022-07-07T10:25:53.421+02:00,2022-07-07T10:25:55.396+02:00,1
dataset1,2022-07-07T10-26-53_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:26:53.000+02:00,2022-07-07T10:27:03.000+02:00,0
dataset1,2022-07-07T10-26-59_000.wav,6.81467181467181,10.0,9281.25,49781.25,click,annotator1,2022-07-07T10:26:59.814+02:00,2022-07-07T10:27:03.000+02:00,1
dataset1,2022-07-07T10-29-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:29:23.000+02:00,2022-07-07T10:29:33.000+02:00,0
dataset1,2022-07-07T10-29-23_000.wav,3.45008273579702,5.45780474351903,10406.25,72000.0,click,annotator2,2022-07-07T10:29:26.450+02:00,2022-07-07T10:29:28.457+02:00,1
dataset1,2022-07-07T10-29-23_000.wav,7.69167126309983,9.6276889134032,2671.875,70312.5,click,annotator2,2022-07-07T10:29:30.691+02:00,2022-07-07T10:29:32.627+02:00,1
dataset1,2022-07-07T10-29-33_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:29:33.000+02:00,2022-07-07T10:29:43.000+02:00,0
dataset1,2022-07-07T10-29-33_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:29:33.000+02:00,2022-07-07T10:29:43.000+02:00,0
dataset1,2022-07-07T10-29-33_000.wav,0.0579150579150579,2.74958632101489,21234.375,45703.125,click,annotator1,2022-07-07T10:29:33.057+02:00,2022-07-07T10:29:35.749+02:00,1
dataset1,2022-07-07T10-29-33_000.wav,0.548814120242692,3.01985659128516,9421.875,71578.125,click,annotator2,2022-07-07T10:29:33.548+02:00,2022-07-07T10:29:36.019+02:00,1
dataset1,2022-07-07T10-29-33_000.wav,5.83838940981798,9.58907887479316,3656.25,66234.375,click,annotator2,2022-07-07T10:29:38.838+02:00,2022-07-07T10:29:42.589+02:00,1
dataset1,2022-07-07T10-29-43_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:29:43.000+02:00,2022-07-07T10:29:53.000+02:00,0
dataset1,2022-07-07T10-29-43_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:29:43.000+02:00,2022-07-07T10:29:53.000+02:00,0
dataset1,2022-07-07T10-29-43_000.wav,0.0193050193050193,9.72697186982901,0,71578.125,click,annotator2,2022-07-07T10:29:43.019+02:00,2022-07-07T10:29:52.726+02:00,1
dataset1,2022-07-07T10-29-43_000.wav,0.135135135135135,9.75455046883618,23625.0,56109.375,click,annotator1,2022-07-07T10:29:43.135+02:00,2022-07-07T10:29:52.754+02:00,1
dataset1,2022-07-07T10-29-53_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:29:53.000+02:00,2022-07-07T10:30:03.000+02:00,0
dataset1,2022-07-07T10-29-53_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:29:53.000+02:00,2022-07-07T10:30:03.000+02:00,0
dataset1,2022-07-07T10-29-53_000.wav,0.267512410369553,9.79867622724766,26015.625,48375.0,click,annotator1,2022-07-07T10:29:53.267+02:00,2022-07-07T10:30:02.798+02:00,1
dataset1,2022-07-07T10-29-53_000.wav,0.295091009376724,10.0,140.625,70312.5,click,annotator2,2022-07-07T10:29:53.295+02:00,2022-07-07T10:30:03.000+02:00,1
dataset1,2022-07-07T10-30-03_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:30:03.000+02:00,2022-07-07T10:30:13.000+02:00,0
dataset1,2022-07-07T10-30-03_000.wav,0,3.35631549917264,2390.625,72000.0,click,annotator2,2022-07-07T10:30:03.000+02:00,2022-07-07T10:30:06.356+02:00,1
dataset1,2022-07-07T10-30-03_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:30:03.000+02:00,2022-07-07T10:30:13.000+02:00,0
dataset1,2022-07-07T10-30-03_000.wav,0.284059569773855,8.44180915609487,31781.25,46125.0,click,annotator1,2022-07-07T10:30:03.284+02:00,2022-07-07T10:30:11.441+02:00,1
dataset1,2022-07-07T10-30-03_000.wav,5.89906232763376,8.3811362382791,0,70734.375,click,annotator2,2022-07-07T10:30:08.899+02:00,2022-07-07T10:30:11.381+02:00,1
dataset1,2022-07-07T10-30-13_000.wav,0,10,0,72000.0,whistle,annotator2,2022-07-07T10:30:13.000+02:00,2022-07-07T10:30:23.000+02:00,0
dataset1,2022-07-07T10-30-13_000.wav,0,10,0,72000.0,whistle,annotator1,2022-07-07T10:30:13.000+02:00,2022-07-07T10:30:23.000+02:00,0
dataset1,2022-07-07T10-30-13_000.wav,2.62272476558191,3.46662989520132,6187.5,24328.125,whistle,annotator2,2022-07-07T10:30:15.622+02:00,2022-07-07T10:30:16.466+02:00,1
dataset1,2022-07-07T10-30-15_000.wav,2.70546056260342,3.42801985659128,5203.125,20671.875,whistle,annotator1,2022-07-07T10:30:15.705+02:00,2022-07-07T10:30:16.428+02:00,1
dataset1,2022-07-07T10-30-17_000.wav,4.45945945945946,5.07722007722008,5906.25,17718.75,whistle,annotator1,2022-07-07T10:30:17.459+02:00,2022-07-07T10:30:18.077+02:00,1
dataset1,2022-07-07T10-30-13_000.wav,4.56425813568671,5.28130170987314,6890.625,14625.0,whistle,annotator2,2022-07-07T10:30:17.564+02:00,2022-07-07T10:30:18.281+02:00,1
dataset1,2022-07-07T10-31-43_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:31:43.000+02:00,2022-07-07T10:31:53.000+02:00,0
dataset1,2022-07-07T10-31-43_000.wav,4.29398786541644,5.78323221180364,4359.375,72000.0,click,annotator2,2022-07-07T10:31:47.293+02:00,2022-07-07T10:31:48.783+02:00,1
dataset1,2022-07-07T10-32-03_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:32:03.000+02:00,2022-07-07T10:32:13.000+02:00,0
dataset1,2022-07-07T10-32-03_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:32:03.000+02:00,2022-07-07T10:32:13.000+02:00,0
dataset1,2022-07-07T10-32-09_000.wav,6.24103695532267,10.0,27843.75,59625.0,click,annotator1,2022-07-07T10:32:09.241+02:00,2022-07-07T10:32:13.000+02:00,1
dataset1,2022-07-07T10-32-03_000.wav,7.69167126309983,9.69939327082184,0,71718.75,click,annotator2,2022-07-07T10:32:10.691+02:00,2022-07-07T10:32:12.699+02:00,1
dataset1,2022-07-07T10-32-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:32:13.000+02:00,2022-07-07T10:32:23.000+02:00,0
dataset1,2022-07-07T10-32-13_000.wav,6.14175399889686,10.0,0,71156.25,click,annotator2,2022-07-07T10:32:19.141+02:00,2022-07-07T10:32:23.000+02:00,1
dataset1,2022-07-07T10-32-23_000.wav,0,10,0,72000.0,buzz,annotator2,2022-07-07T10:32:23.000+02:00,2022-07-07T10:32:33.000+02:00,0
dataset1,2022-07-07T10-32-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:32:23.000+02:00,2022-07-07T10:32:33.000+02:00,0
dataset1,2022-07-07T10-32-23_000.wav,0,10,0,72000.0,buzz,annotator1,2022-07-07T10:32:23.000+02:00,2022-07-07T10:32:33.000+02:00,0
dataset1,2022-07-07T10-32-23_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:32:23.000+02:00,2022-07-07T10:32:33.000+02:00,0
dataset1,2022-07-07T10-32-23_000.wav,1.8119139547711,2.49034749034749,7312.5,72000.0,buzz,annotator2,2022-07-07T10:32:24.811+02:00,2022-07-07T10:32:25.490+02:00,1
dataset1,2022-07-07T10-32-24_000.wav,1.86707115278544,2.62272476558191,7312.5,72000.0,buzz,annotator1,2022-07-07T10:32:24.867+02:00,2022-07-07T10:32:25.622+02:00,1
dataset1,2022-07-07T10-32-23_000.wav,2.51241036955323,8.24875896304468,0,71437.5,click,annotator2,2022-07-07T10:32:25.512+02:00,2022-07-07T10:32:31.248+02:00,1
dataset1,2022-07-07T10-32-25_000.wav,2.68339768339768,8.71207942636514,32625.0,58640.625,click,annotator1,2022-07-07T10:32:25.683+02:00,2022-07-07T10:32:31.712+02:00,1
dataset1,2022-07-07T10-32-33_000.wav,0,10,0,72000.0,buzz,annotator2,2022-07-07T10:32:33.000+02:00,2022-07-07T10:32:43.000+02:00,0
dataset1,2022-07-07T10-32-33_000.wav,0,10,0,72000.0,buzz,annotator1,2022-07-07T10:32:33.000+02:00,2022-07-07T10:32:43.000+02:00,0
dataset1,2022-07-07T10-32-39_000.wav,6.08108108108108,6.56646442360728,4640.625,63703.125,buzz,annotator1,2022-07-07T10:32:39.081+02:00,2022-07-07T10:32:39.566+02:00,1
dataset1,2022-07-07T10-32-33_000.wav,6.10865968008825,6.49476006618864,7031.25,72000.0,buzz,annotator2,2022-07-07T10:32:39.108+02:00,2022-07-07T10:32:39.494+02:00,1
dataset1,2022-07-07T10-34-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:34:23.000+02:00,2022-07-07T10:34:33.000+02:00,0
dataset1,2022-07-07T10-34-23_000.wav,2.73303916161059,4.36569222283508,4218.75,72000.0,click,annotator2,2022-07-07T10:34:25.733+02:00,2022-07-07T10:34:27.365+02:00,1
dataset1,2022-07-07T10-34-23_000.wav,6.18587975730833,7.36624379481522,0,71718.75,click,annotator2,2022-07-07T10:34:29.185+02:00,2022-07-07T10:34:30.366+02:00,1
dataset1,2022-07-07T10-34-33_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:34:33.000+02:00,2022-07-07T10:34:43.000+02:00,0
dataset1,2022-07-07T10-34-33_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:34:33.000+02:00,2022-07-07T10:34:43.000+02:00,0
dataset1,2022-07-07T10-34-33_000.wav,0.063430777716492,3.08604522890237,5203.125,72000.0,click,annotator2,2022-07-07T10:34:33.063+02:00,2022-07-07T10:34:36.086+02:00,1
dataset1,2022-07-07T10-34-33_000.wav,0.239933811362383,9.69939327082184,26578.125,55265.625,click,annotator1,2022-07-07T10:34:33.239+02:00,2022-07-07T10:34:42.699+02:00,1
dataset1,2022-07-07T10-34-33_000.wav,6.90843905129619,9.96966354109211,2671.875,70734.375,click,annotator2,2022-07-07T10:34:39.908+02:00,2022-07-07T10:34:42.969+02:00,1
dataset1,2022-07-07T10-34-43_000.wav,0,10,0,72000.0,buzz,annotator2,2022-07-07T10:34:43.000+02:00,2022-07-07T10:34:53.000+02:00,0
dataset1,2022-07-07T10-34-43_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:34:43.000+02:00,2022-07-07T10:34:53.000+02:00,0
dataset1,2022-07-07T10-34-43_000.wav,0,0.791505791505791,3656.25,72000.0,click,annotator2,2022-07-07T10:34:43.000+02:00,2022-07-07T10:34:43.791+02:00,1
dataset1,2022-07-07T10-34-43_000.wav,0,10,0,72000.0,buzz,annotator1,2022-07-07T10:34:43.000+02:00,2022-07-07T10:34:53.000+02:00,0
dataset1,2022-07-07T10-34-43_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:34:43.000+02:00,2022-07-07T10:34:53.000+02:00,0
dataset1,2022-07-07T10-34-43_000.wav,0.477109762824048,8.09983452840596,28406.25,56250.0,click,annotator1,2022-07-07T10:34:43.477+02:00,2022-07-07T10:34:51.099+02:00,1
dataset1,2022-07-07T10-34-43_000.wav,1.07280750137893,3.33976833976834,0,71718.75,click,annotator2,2022-07-07T10:34:44.072+02:00,2022-07-07T10:34:46.339+02:00,1
dataset1,2022-07-07T10-34-43_000.wav,5.98179812465527,8.74517374517374,0,69750.0,click,annotator2,2022-07-07T10:34:48.981+02:00,2022-07-07T10:34:51.745+02:00,1
dataset1,2022-07-07T10-34-51_000.wav,8.19360176503034,9.39051296194153,9984.375,72000.0,buzz,annotator1,2022-07-07T10:34:51.193+02:00,2022-07-07T10:34:52.390+02:00,1
dataset1,2022-07-07T10-34-43_000.wav,8.49145063430778,9.03750689464975,1265.625,72000.0,buzz,annotator2,2022-07-07T10:34:51.491+02:00,2022-07-07T10:34:52.037+02:00,1
dataset1,2022-07-07T10-34-53_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:34:53.000+02:00,2022-07-07T10:35:03.000+02:00,0
dataset1,2022-07-07T10-34-53_000.wav,1.59680088251517,3.69829012686156,1828.125,72000.0,click,annotator2,2022-07-07T10:34:54.596+02:00,2022-07-07T10:34:56.698+02:00,1
dataset1,2022-07-07T10-34-53_000.wav,8.8830667402096,10.0,0,71437.5,click,annotator2,2022-07-07T10:35:01.883+02:00,2022-07-07T10:35:03.000+02:00,1
dataset1,2022-07-07T10-35-03_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:35:03.000+02:00,2022-07-07T10:35:13.000+02:00,0
dataset1,2022-07-07T10-35-03_000.wav,0,1.15002757859901,3515.625,72000.0,click,annotator2,2022-07-07T10:35:03.000+02:00,2022-07-07T10:35:04.150+02:00,1
dataset1,2022-07-07T10-35-03_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:35:03.000+02:00,2022-07-07T10:35:13.000+02:00,0
dataset1,2022-07-07T10-35-06_000.wav,3.25151682294539,9.32984004412576,29671.875,55687.5,click,annotator1,2022-07-07T10:35:06.251+02:00,2022-07-07T10:35:12.329+02:00,1
dataset1,2022-07-07T10-35-03_000.wav,3.52178709321566,9.20849420849421,0,71296.875,click,annotator2,2022-07-07T10:35:06.521+02:00,2022-07-07T10:35:12.208+02:00,1
dataset1,2022-07-07T10-35-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:35:13.000+02:00,2022-07-07T10:35:23.000+02:00,0
dataset1,2022-07-07T10-35-13_000.wav,0,9.95311638168781,1546.875,72000.0,click,annotator2,2022-07-07T10:35:13.000+02:00,2022-07-07T10:35:22.953+02:00,1
dataset1,2022-07-07T10-35-13_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:35:13.000+02:00,2022-07-07T10:35:23.000+02:00,0
dataset1,2022-07-07T10-35-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:35:23.000+02:00,2022-07-07T10:35:33.000+02:00,0
dataset1,2022-07-07T10-35-23_000.wav,3.52178709321566,5.94870380584666,562.5,71859.375,click,annotator2,2022-07-07T10:35:26.521+02:00,2022-07-07T10:35:28.948+02:00,1
dataset1,2022-07-07T10-36-33_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:36:33.000+02:00,2022-07-07T10:36:43.000+02:00,0
dataset1,2022-07-07T10-36-33_000.wav,4.56425813568671,7.90126861555433,1406.25,72000.0,click,annotator2,2022-07-07T10:36:37.564+02:00,2022-07-07T10:36:40.901+02:00,1
dataset1,2022-07-07T10-37-03_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:37:03.000+02:00,2022-07-07T10:37:13.000+02:00,0
dataset1,2022-07-07T10-37-03_000.wav,4.23331494760066,9.93656922228351,0,72000.0,click,annotator2,2022-07-07T10:37:07.233+02:00,2022-07-07T10:37:12.936+02:00,1
dataset1,2022-07-07T10-37-13_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:37:13.000+02:00,2022-07-07T10:37:23.000+02:00,0
dataset1,2022-07-07T10-37-13_000.wav,0,10,0,72000.0,click,annotator1,2022-07-07T10:37:13.000+02:00,2022-07-07T10:37:23.000+02:00,0
dataset1,2022-07-07T10-37-13_000.wav,0.725317153888582,5.5184776613348,2671.875,72000.0,click,annotator2,2022-07-07T10:37:13.725+02:00,2022-07-07T10:37:18.518+02:00,1
dataset1,2022-07-07T10-37-15_000.wav,2.13182570325427,4.99448428019857,32484.375,58359.375,click,annotator1,2022-07-07T10:37:15.131+02:00,2022-07-07T10:37:17.994+02:00,1
dataset1,2022-07-07T10-37-13_000.wav,6.40650854936569,10.0,0,71859.375,click,annotator2,2022-07-07T10:37:19.406+02:00,2022-07-07T10:37:23.000+02:00,1
dataset1,2022-07-07T10-37-19_000.wav,6.68781025923883,8.9161610590182,36000.0,55968.75,click,annotator1,2022-07-07T10:37:19.687+02:00,2022-07-07T10:37:21.916+02:00,1
dataset1,2022-07-07T10-37-23_000.wav,0,10,0,72000.0,click,annotator2,2022-07-07T10:37:23.000+02:00,2022-07-07T10:37:33.000+02:00,0
dataset1,2022-07-07T10-37-23_000.wav,0,1.82294539437397,3796.875,72000.0,click,annotator2,2022-07-07T10:37:23.000+02:00,2022-07-07T10:37:24.822+02:00,1
