dataset;filename;result_id;is_update_of_id;start_time;end_time;start_frequency;end_frequency;annotation;annotator;annotator_expertise;start_datetime;end_datetime;is_box;type;confidence_indicator_label;confidence_indicator_level;comments;signal_quality;signal_start_frequency;signal_end_frequency;signal_relative_max_frequency_count;signal_relative_min_frequency_count;signal_has_harmonics;signal_trend;signal_steps_count;created_at_phase
ELAN;2020_01_20_22_00_00_000000+0000.wav;494402;;55.8112047907966;1791.84461429359;17.0;30.0;Antarctic blue whale song;lleboul;;2020-01-20T22:00:55.811+00:00;2020-01-20T22:29:51.844+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_20_22_00_00_000000+0000.wav;494403;;2123.16602316602;2453.3527696793;16.0;28.0;Antarctic blue whale song;lleboul;;2020-01-20T22:35:23.166+00:00;2020-01-20T22:40:53.352+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_21_03_00_00_000000+0000.wav;494399;;0.0;3600.0;0.0;100.0;Antarctic blue whale song;lleboul;;2020-01-21T03:00:00.000+00:00;2020-01-21T04:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_21_03_00_00_000000+0000.wav;494400;;28.7920573634859;919.502009297928;18.0;29.0;Antarctic blue whale song;lleboul;;2020-01-21T03:00:28.792+00:00;2020-01-21T03:15:19.502+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_21_03_00_00_000000+0000.wav;494401;;2450.16153179419;3597.7306752817;17.0;28.0;Antarctic blue whale song;lleboul;;2020-01-21T03:40:50.161+00:00;2020-01-21T03:59:57.730+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_21_03_00_00_000000+0000.wav;495544;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-21T03:00:00.000+00:00;2020-01-21T04:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_21_04_00_00_000000+0000.wav;494404;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-21T04:00:00.000+00:00;2020-01-21T05:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_21_12_00_00_000000+0000.wav;494405;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-21T12:00:00.000+00:00;2020-01-21T13:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_21_12_00_00_000000+0000.wav;495545;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-21T12:00:00.000+00:00;2020-01-21T13:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_21_23_00_00_000000+0000.wav;494409;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-21T23:00:00.000+00:00;2020-01-22T00:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_21_23_00_00_000000+0000.wav;494915;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-21T23:00:00.000+00:00;2020-01-22T00:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_22_02_00_00_000000+0000.wav;494410;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-22T02:00:00.000+00:00;2020-01-22T03:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_25_00_00_00_000000+0000.wav;494419;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-25T00:00:00.000+00:00;2020-01-25T01:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_25_00_00_00_000000+0000.wav;494919;;2832.32999763612;3574.39918052163;18.0;29.0;Antarctic blue whale song;lleboul;;2020-01-25T00:47:12.329+00:00;2020-01-25T00:59:34.399+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_25_00_00_00_000000+0000.wav;494920;;1959.77464344812;2373.92640453865;17.0;29.0;Antarctic blue whale song;lleboul;;2020-01-25T00:32:39.774+00:00;2020-01-25T00:39:33.926+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_25_00_00_00_000000+0000.wav;494921;;483.7916633835;694.838862185801;16.0;27.0;Antarctic blue whale song;lleboul;;2020-01-25T00:08:03.791+00:00;2020-01-25T00:11:34.838+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_25_15_00_00_000000+0000.wav;494421;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-25T15:00:00.000+00:00;2020-01-25T16:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_25_15_00_00_000000+0000.wav;494422;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-25T15:00:00.000+00:00;2020-01-25T16:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_26_11_00_00_000000+0000.wav;494423;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-26T11:00:00.000+00:00;2020-01-26T12:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_26_11_00_00_000000+0000.wav;494424;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-26T11:00:00.000+00:00;2020-01-26T12:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_26_15_00_00_000000+0000.wav;494425;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-26T15:00:00.000+00:00;2020-01-26T16:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_26_15_00_00_000000+0000.wav;494426;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-26T15:00:00.000+00:00;2020-01-26T16:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_26_18_00_00_000000+0000.wav;494427;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-26T18:00:00.000+00:00;2020-01-26T19:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_26_18_00_00_000000+0000.wav;494428;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-26T18:00:00.000+00:00;2020-01-26T19:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_26_20_00_00_000000+0000.wav;494429;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-26T20:00:00.000+00:00;2020-01-26T21:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_26_20_00_00_000000+0000.wav;494430;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-26T20:00:00.000+00:00;2020-01-26T21:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_12_00_00_000000+0000.wav;494431;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-27T12:00:00.000+00:00;2020-01-27T13:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_12_00_00_000000+0000.wav;494432;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-27T12:00:00.000+00:00;2020-01-27T13:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_15_00_00_000000+0000.wav;494433;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-27T15:00:00.000+00:00;2020-01-27T16:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_15_00_00_000000+0000.wav;494434;;0.0;3600.0;0.0;100.0;Antarctic blue whale song;lleboul;;2020-01-27T15:00:00.000+00:00;2020-01-27T16:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_15_00_00_000000+0000.wav;494437;;3010.47198802301;3352.00535812781;16.0;28.0;Antarctic blue whale song;lleboul;;2020-01-27T15:50:10.471+00:00;2020-01-27T15:55:52.005+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_17_00_00_000000+0000.wav;494438;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-27T17:00:00.000+00:00;2020-01-27T18:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_17_00_00_000000+0000.wav;494439;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-27T17:00:00.000+00:00;2020-01-27T18:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_19_00_00_000000+0000.wav;494441;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-27T19:00:00.000+00:00;2020-01-27T20:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_19_00_00_000000+0000.wav;495546;;0.0;3600.0;0.0;100.0;Antarctic blue whale song;lleboul;;2020-01-27T19:00:00.000+00:00;2020-01-27T20:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_19_00_00_000000+0000.wav;495547;;1128.27988338192;2301.52076274525;16.0;28.0;Antarctic blue whale song;lleboul;;2020-01-27T19:18:48.279+00:00;2020-01-27T19:38:21.520+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_27_19_00_00_000000+0000.wav;495548;;3383.98865337641;3599.14900323064;16.0;28.0;Antarctic blue whale song;lleboul;;2020-01-27T19:56:23.988+00:00;2020-01-27T19:59:59.149+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_30_03_00_00_000000+0000.wav;494463;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-30T03:00:00.000+00:00;2020-01-30T04:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_30_11_00_00_000000+0000.wav;494465;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-01-30T11:00:00.000+00:00;2020-01-30T12:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_30_11_00_00_000000+0000.wav;494466;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-30T11:00:00.000+00:00;2020-01-30T12:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_30_15_00_00_000000+0000.wav;494932;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-30T15:00:00.000+00:00;2020-01-30T16:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_01_31_21_00_00_000000+0000.wav;494469;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-01-31T21:00:00.000+00:00;2020-01-31T22:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_01_19_00_00_000000+0000.wav;494934;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-01T19:00:00.000+00:00;2020-02-01T20:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_02_02_00_00_000000+0000.wav;494473;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-02T02:00:00.000+00:00;2020-02-02T03:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_02_02_00_00_000000+0000.wav;494474;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-02T02:00:00.000+00:00;2020-02-02T03:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_02_12_00_00_000000+0000.wav;494475;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-02T12:00:00.000+00:00;2020-02-02T13:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_02_12_00_00_000000+0000.wav;494476;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-02T12:00:00.000+00:00;2020-02-02T13:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_02_20_00_00_000000+0000.wav;494935;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-02T20:00:00.000+00:00;2020-02-02T21:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_02_20_00_00_000000+0000.wav;494936;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-02T20:00:00.000+00:00;2020-02-02T21:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_02_20_00_00_000000+0000.wav;494937;;0.0;3600.0;0.0;100.0;Antarctic blue whale song;lleboul;;2020-02-02T20:00:00.000+00:00;2020-02-02T21:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_02_20_00_00_000000+0000.wav;494938;;3358.81333228272;3596.87967851233;15.0;28.0;Antarctic blue whale song;lleboul;;2020-02-02T20:55:58.813+00:00;2020-02-02T20:59:56.879+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_04_00_00_00_000000+0000.wav;494477;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-04T00:00:00.000+00:00;2020-02-04T01:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_04_00_00_00_000000+0000.wav;494478;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-04T00:00:00.000+00:00;2020-02-04T01:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_04_01_00_00_000000+0000.wav;494479;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-04T01:00:00.000+00:00;2020-02-04T02:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_04_12_00_00_000000+0000.wav;494482;;4.96414782129068;3599.14900323064;16.0;28.0;Antarctic blue whale song;lleboul;;2020-02-04T12:00:04.964+00:00;2020-02-04T12:59:59.149+00:00;1;BOX;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_04_12_00_00_000000+0000.wav;494939;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-04T12:00:00.000+00:00;2020-02-04T13:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_04_16_00_00_000000+0000.wav;494484;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-04T16:00:00.000+00:00;2020-02-04T17:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_06_01_00_00_000000+0000.wav;494485;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-06T01:00:00.000+00:00;2020-02-06T02:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_06_01_00_00_000000+0000.wav;494486;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-06T01:00:00.000+00:00;2020-02-06T02:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_06_08_00_00_000000+0000.wav;494487;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-06T08:00:00.000+00:00;2020-02-06T09:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_06_08_00_00_000000+0000.wav;494488;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-06T08:00:00.000+00:00;2020-02-06T09:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_06_11_00_00_000000+0000.wav;494489;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-06T11:00:00.000+00:00;2020-02-06T12:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_06_11_00_00_000000+0000.wav;494490;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-06T11:00:00.000+00:00;2020-02-06T12:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_06_15_00_00_000000+0000.wav;494491;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-06T15:00:00.000+00:00;2020-02-06T16:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_06_15_00_00_000000+0000.wav;494492;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-06T15:00:00.000+00:00;2020-02-06T16:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_07_10_00_00_000000+0000.wav;494493;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-07T10:00:00.000+00:00;2020-02-07T11:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_07_10_00_00_000000+0000.wav;494494;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-07T10:00:00.000+00:00;2020-02-07T11:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_07_18_00_00_000000+0000.wav;494495;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-07T18:00:00.000+00:00;2020-02-07T19:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_07_18_00_00_000000+0000.wav;494496;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-07T18:00:00.000+00:00;2020-02-07T19:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_07_23_00_00_000000+0000.wav;494497;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-07T23:00:00.000+00:00;2020-02-08T00:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_07_23_00_00_000000+0000.wav;494498;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-07T23:00:00.000+00:00;2020-02-08T00:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_08_08_00_00_000000+0000.wav;494499;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-08T08:00:00.000+00:00;2020-02-08T09:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_08_08_00_00_000000+0000.wav;494500;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-08T08:00:00.000+00:00;2020-02-08T09:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_08_11_00_00_000000+0000.wav;494501;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-08T11:00:00.000+00:00;2020-02-08T12:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_08_11_00_00_000000+0000.wav;494502;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-08T11:00:00.000+00:00;2020-02-08T12:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_08_22_00_00_000000+0000.wav;494503;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-08T22:00:00.000+00:00;2020-02-08T23:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_08_22_00_00_000000+0000.wav;494504;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-08T22:00:00.000+00:00;2020-02-08T23:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_08_23_00_00_000000+0000.wav;494505;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-08T23:00:00.000+00:00;2020-02-09T00:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_08_23_00_00_000000+0000.wav;494506;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-08T23:00:00.000+00:00;2020-02-09T00:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_09_18_00_00_000000+0000.wav;494507;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-09T18:00:00.000+00:00;2020-02-09T19:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_09_18_00_00_000000+0000.wav;494508;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-09T18:00:00.000+00:00;2020-02-09T19:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_09_22_00_00_000000+0000.wav;494509;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-09T22:00:00.000+00:00;2020-02-09T23:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_09_22_00_00_000000+0000.wav;494510;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-09T22:00:00.000+00:00;2020-02-09T23:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_09_23_00_00_000000+0000.wav;494511;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-09T23:00:00.000+00:00;2020-02-10T00:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_09_23_00_00_000000+0000.wav;494512;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-09T23:00:00.000+00:00;2020-02-10T00:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_10_04_00_00_000000+0000.wav;494513;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-10T04:00:00.000+00:00;2020-02-10T05:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_10_04_00_00_000000+0000.wav;494514;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-10T04:00:00.000+00:00;2020-02-10T05:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_10_17_00_00_000000+0000.wav;494515;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-10T17:00:00.000+00:00;2020-02-10T18:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_10_17_00_00_000000+0000.wav;494516;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-10T17:00:00.000+00:00;2020-02-10T18:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_10_22_00_00_000000+0000.wav;494517;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-10T22:00:00.000+00:00;2020-02-10T23:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_10_22_00_00_000000+0000.wav;494518;;0.0;3600.0;0.0;100.0;Madagascan pygmy blue whale chorus;lleboul;;2020-02-10T22:00:00.000+00:00;2020-02-10T23:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
ELAN;2020_02_11_00_00_00_000000+0000.wav;494519;;0.0;3600.0;0.0;100.0;Antarctic blue whale chorus;lleboul;;2020-02-11T00:00:00.000+00:00;2020-02-11T01:00:00.000+00:00;0;WEAK;;;;;;;;;;;;ANNOTATION
