dataset,filename,start_time,end_time,start_frequency,end_frequency,annotation,annotator,start_datetime,end_datetime,is_box,confidence_indicator_label,confidence_indicator_level,comments
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_03_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 03:00:00.000000+00:00,2024-02-23 03:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_03_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 03:50:00.000000+00:00,2024-02-23 04:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_04_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 04:00:00.000000+00:00,2024-02-23 04:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_05_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 05:40:00.000000+00:00,2024-02-23 05:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_06_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 06:00:00.000000+00:00,2024-02-23 06:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_06_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 06:10:00.000000+00:00,2024-02-23 06:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_06_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 06:20:00.000000+00:00,2024-02-23 06:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_06_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 06:30:00.000000+00:00,2024-02-23 06:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_06_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 06:40:00.000000+00:00,2024-02-23 06:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_07_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 07:20:00.000000+00:00,2024-02-23 07:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_07_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 07:30:00.000000+00:00,2024-02-23 07:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_07_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 07:40:00.000000+00:00,2024-02-23 07:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_07_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 07:50:00.000000+00:00,2024-02-23 08:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_08_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 08:00:00.000000+00:00,2024-02-23 08:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_08_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 08:10:00.000000+00:00,2024-02-23 08:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_08_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 08:20:00.000000+00:00,2024-02-23 08:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_08_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 08:30:00.000000+00:00,2024-02-23 08:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_08_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 08:40:00.000000+00:00,2024-02-23 08:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_08_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 08:50:00.000000+00:00,2024-02-23 09:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_09_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 09:00:00.000000+00:00,2024-02-23 09:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_09_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 09:10:00.000000+00:00,2024-02-23 09:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_09_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 09:20:00.000000+00:00,2024-02-23 09:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_09_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 09:30:00.000000+00:00,2024-02-23 09:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_09_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 09:40:00.000000+00:00,2024-02-23 09:50:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_09_50_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 09:50:00.000000+00:00,2024-02-23 10:00:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_10_00_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 10:00:00.000000+00:00,2024-02-23 10:10:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_10_10_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 10:10:00.000000+00:00,2024-02-23 10:20:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_10_20_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 10:20:00.000000+00:00,2024-02-23 10:30:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_10_30_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 10:30:00.000000+00:00,2024-02-23 10:40:00.000000+00:00,0,Sure,01-janv,
GLIDER/OHAGEODAMS_2024 (600_500),2024_02_23_10_40_00.wav,0.0,600.0,0.0,250.0,Australian pygmy blue whale song,mtorte,2024-02-23 10:40:00.000000+00:00,2024-02-23 10:50:00.000000+00:00,0,Sure,01-janv,
